@relation 'ASS2009-weka.filters.unsupervised.attribute.Remove-R1-2,7'

@attribute skill numeric
@attribute cluster numeric
@attribute difficulty numeric
@attribute BKT numeric
@attribute class {1,0}

@data
2,0,3,0.248199,0
6,7,8,0.592391,0
6,7,1,0.104263,0
6,7,3,0.101262,0
6,7,3,0.101254,0
6,7,1,0.101254,1
7,7,7,0.66951,0
7,7,4,0.449892,1
8,7,2,0.059995,1
8,7,3,0.068746,0
8,7,2,0.048232,0
8,7,2,0.033911,1
8,7,3,0.039431,0
8,7,3,0.027828,0
8,7,1,0.01986,1
8,7,2,0.023551,1
8,7,2,0.027729,0
2,7,1,0.166905,1
2,7,2,0.219238,1
6,7,2,0.2428,1
7,7,5,0.566458,1
7,7,2,0.676044,1
7,7,1,0.769183,0
7,7,2,0.573501,1
7,7,1,0.682302,1
7,7,2,0.774241,1
7,7,4,0.845581,1
7,7,3,0.89736,1
8,7,2,0.019793,1
8,7,2,0.023475,1
8,7,2,0.027643,0
8,7,3,0.019734,1
8,7,4,0.023408,1
2,7,3,0.282212,1
6,7,3,0.413569,0
6,7,10,0.102586,0
6,7,0,0.101257,1
6,7,1,0.242805,1
6,7,0,0.413574,1
7,7,1,0.933146,1
7,7,4,0.957051,1
5,7,0,0.756972,1
5,7,1,0.756807,1
7,7,3,0.972659,1
7,7,3,0.982697,1
7,7,3,0.989091,0
7,7,4,0.973375,1
7,7,2,0.983154,1
7,7,6,0.989381,1
7,7,1,0.993322,1
7,7,1,0.995806,1
7,7,1,0.997369,1
7,7,1,0.99835,1
3,7,3,0.708571,0
3,7,6,0.710236,0
3,7,1,0.711895,1
3,7,4,0.711597,1
3,7,2,0.711299,1
1,7,4,0.628378,0
1,7,4,0.630304,1
1,7,4,0.630008,0
1,7,3,0.631929,1
1,7,5,0.631633,1
99,7,5,0.539898,0
99,7,5,0.321638,0
99,7,2,0.161199,0
99,7,2,0.072777,1
99,7,4,0.112138,0
99,7,6,0.049363,0
99,7,8,0.021467,0
99,7,5,0.009751,1
99,7,6,0.016445,0
99,7,6,0.007683,0
99,7,5,0.004106,0
100,7,3,0.539286,0
100,7,0,0.542228,1
100,7,4,0.542065,0
100,7,7,0.545002,0
64,7,5,0.540984,0
100,7,4,0.547933,0
100,7,0,0.550859,1
100,7,0,0.55069,1
100,7,0,0.550521,1
100,7,4,0.550352,0
100,7,0,0.553273,1
8,7,2,0.027567,0
8,7,3,0.019682,1
8,7,3,0.023349,1
1,7,2,0.631337,1
99,7,4,0.002656,0
99,7,6,0.002071,0
99,7,5,0.001834,0
99,7,3,0.001739,1
99,7,6,0.003768,0
99,7,5,0.00252,0
99,7,5,0.002015,1
99,7,4,0.004207,0
99,7,1,0.002697,1
99,7,1,0.00529,0
99,7,5,0.003136,0
99,7,4,0.002264,0
99,7,2,0.001912,1
99,7,4,0.004043,1
100,7,1,0.553102,1
100,7,0,0.552932,1
100,7,3,0.552761,0
100,7,0,0.555677,1
100,7,3,0.555505,1
100,7,3,0.555332,0
100,7,4,0.558243,1
100,7,4,0.558068,0
100,7,0,0.560973,1
64,7,4,0.542683,1
64,7,5,0.542313,1
64,7,3,0.541945,1
100,7,3,0.560797,1
100,7,4,0.560621,1
99,7,4,0.007426,0
99,7,4,0.004002,0
99,7,2,0.002614,0
99,7,2,0.002054,1
99,7,3,0.004268,1
99,7,4,0.007782,1
99,7,4,0.013342,1
99,7,5,0.022089,1
99,7,1,0.035736,1
104,7,3,0.651934,0
104,7,3,0.653414,0
104,7,6,0.654891,0
104,7,5,0.656364,0
104,7,9,0.657834,1
120,7,2,0.732218,0
120,7,2,0.733464,1
120,7,6,0.733079,0
120,7,4,0.734322,0
120,7,4,0.735561,0
120,7,7,0.736796,0
120,7,7,0.738026,0
99,7,3,0.05675,1
104,7,6,0.657426,0
104,7,3,0.658893,1
120,7,2,0.739253,0
120,7,0,0.740475,1
107,7,5,0.338521,0
107,7,8,0.236647,0
107,7,2,0.158382,0
107,7,6,0.102842,0
4,7,8,0.598485,0
4,7,2,0.600086,0
4,7,6,0.601684,0
4,7,6,0.603279,0
4,7,7,0.60487,0
4,7,5,0.606459,1
4,7,6,0.606057,1
4,7,4,0.605656,0
4,7,3,0.607243,1
4,7,3,0.606841,1
4,7,2,0.606439,1
4,7,9,0.606038,0
4,7,6,0.607624,1
4,7,4,0.607222,1
4,7,7,0.60682,1
50,7,5,0.627083,0
50,7,5,0.104019,0
50,7,3,0.101209,1
50,7,5,0.265845,1
50,7,4,0.477949,0
49,7,4,0.394531,0
83,0,2,0.549346,1
82,0,2,0.751471,1
82,0,1,0.850814,1
37,0,7,0.582822,0
37,0,0,0.584858,1
37,0,1,0.58458,1
80,0,4,0.705053,1
38,0,2,0.714777,1
80,0,3,0.844101,1
81,0,4,0.103388,0
82,0,2,0.914216,1
80,0,5,0.92379,1
18,0,1,0.878431,1
82,0,2,0.951963,0
82,0,0,0.143538,1
82,0,8,0.296876,0
82,0,1,0.10195,0
82,0,2,0.101256,1
81,0,5,0.101208,1
81,0,5,0.265843,0
81,7,3,0.101652,0
43,7,2,0.55665,1
82,7,1,0.242802,1
82,7,0,0.413572,1
81,7,3,0.101204,1
81,7,6,0.265837,1
81,7,6,0.47794,0
56,7,2,0.832918,0
56,7,0,0.835847,1
38,7,2,0.845323,0
38,7,2,0.211796,1
46,7,1,0.618827,1
46,7,4,0.787834,1
46,7,3,0.893031,1
81,7,4,0.102646,1
83,7,4,0.737954,1
83,7,3,0.864105,0
83,7,4,0.112312,1
83,7,2,0.282112,1
83,7,3,0.495963,0
83,7,5,0.102769,1
38,7,1,0.447691,1
38,7,3,0.659619,1
38,7,1,0.810718,1
38,7,2,0.901595,1
38,7,2,0.950769,1
33,7,2,0.687117,1
31,7,3,0.599526,1
31,7,1,0.774411,1
31,7,1,0.885406,1
31,7,3,0.945205,1
31,7,2,0.974602,1
31,7,4,0.988403,1
23,7,4,0.5,1
45,7,5,0.460227,1
79,7,3,0.755245,1
39,7,2,0.558879,1
82,7,4,0.586147,0
7,7,3,0.66951,1
7,7,3,0.763873,1
7,2,4,0.837804,1
7,2,2,0.891858,0
7,2,2,0.768855,1
7,2,3,0.84155,0
7,2,1,0.681781,1
7,2,5,0.773822,1
7,2,1,0.845268,1
43,2,2,0.708781,1
55,2,0,0.581197,1
47,2,1,0.804781,1
34,2,2,0.779264,1
34,2,2,0.869106,1
34,2,2,0.925313,1
34,2,3,0.958367,1
34,2,2,0.977104,1
40,2,2,0.726708,1
40,2,2,0.726485,1
40,2,2,0.726262,0
40,2,2,0.728517,1
40,2,2,0.728295,1
40,2,3,0.728072,1
40,2,3,0.727849,1
40,2,1,0.727626,1
38,2,2,0.975862,1
38,2,2,0.988285,1
38,2,1,0.994342,1
83,2,1,0.268151,1
37,2,0,0.584302,1
37,2,3,0.584024,1
34,2,1,0.987503,1
34,2,2,0.993207,0
34,2,2,0.342091,1
34,2,1,0.517783,1
34,2,1,0.677179,0
34,2,1,0.105702,0
34,2,1,0.101266,1
34,2,2,0.242816,1
34,2,2,0.413587,0
45,2,4,0.667056,0
83,2,2,0.48053,1
7,2,1,0.897138,1
7,2,2,0.932996,1
7,2,5,0.956953,1
7,2,6,0.972595,1
7,2,1,0.982656,1
7,2,1,0.989065,1
7,2,0,0.993122,1
10,2,7,0.639731,0
10,2,3,0.641011,0
83,2,5,0.683956,1
83,2,3,0.830865,1
39,2,3,0.710557,1
55,2,2,0.581007,0
55,2,0,0.583856,1
55,2,3,0.583666,1
55,2,4,0.583475,1
43,2,1,0.821825,1
49,2,4,0.394531,0
7,2,0,0.995681,1
7,2,1,0.99729,1
7,2,1,0.998301,1
7,2,1,0.998935,1
5,2,0,0.756972,1
5,2,1,0.756807,1
33,2,0,0.806683,1
120,2,4,0.732218,0
120,2,6,0.733464,0
120,2,8,0.734706,0
120,2,4,0.735943,1
97,2,7,0.672199,0
97,2,9,0.104679,0
97,2,6,0.101211,1
97,2,7,0.265847,1
97,2,6,0.477951,1
97,2,4,0.681835,1
33,2,1,0.886722,1
42,2,2,0.360902,1
42,2,3,0.392207,1
8,2,2,0.519481,1
6,2,0,0.592391,1
8,2,2,0.552463,0
8,2,2,0.454053,1
8,2,3,0.487153,1
8,2,2,0.520333,1
8,2,2,0.553306,1
8,2,2,0.585793,1
8,2,4,0.617529,1
8,2,2,0.648276,1
8,2,3,0.677826,1
8,2,2,0.706007,1
6,2,7,0.736809,0
6,2,3,0.107264,1
6,2,6,0.250658,1
6,2,5,0.422245,1
5,2,6,0.756641,0
5,2,2,0.760544,1
67,2,1,0.698225,0
5,2,1,0.760379,0
67,2,0,0.699928,1
5,2,2,0.764241,1
5,2,2,0.764076,1
15,2,2,0.65808,1
15,2,1,0.814171,0
15,2,3,0.108825,0
120,2,2,0.73556,1
120,2,3,0.735176,1
97,2,2,0.829516,1
97,2,1,0.915998,1
2,2,5,0.514938,0
54,2,4,0.34434,0
15,2,4,0.10122,1
15,2,1,0.265861,1
15,2,1,0.477967,0
3,2,3,0.708571,0
1,2,3,0.628378,1
1,2,1,0.628083,1
45,2,3,0.104595,1
31,2,2,0.994741,1
31,2,5,0.997623,1
5,2,0,0.763912,1
5,2,0,0.763747,1
81,2,5,0.267969,1
37,2,5,0.583746,1
45,2,4,0.270841,1
31,2,1,0.998927,1
5,2,5,0.763583,1
5,2,2,0.763418,1
5,2,3,0.763253,1
6,2,2,0.594098,1
38,2,2,0.997274,1
38,2,2,0.998688,1
38,2,1,0.999369,1
8,2,2,0.732685,1
8,2,2,0.757765,1
8,2,1,0.781187,1
8,2,1,0.802928,0
8,2,2,0.732809,1
8,2,2,0.757881,1
8,2,4,0.781295,1
8,2,3,0.803028,1
8,2,3,0.823086,0
8,2,4,0.75797,1
8,2,4,0.781378,1
120,2,1,0.734792,1
15,2,3,0.102647,0
15,2,1,0.101206,1
15,2,2,0.265841,1
15,2,2,0.477944,1
38,0,2,0.205987,1
38,0,2,0.441737,1
46,0,1,0.618827,1
46,0,4,0.787834,0
56,0,1,0.832918,1
56,0,2,0.832776,1
38,0,3,0.6549,1
80,0,3,0.705053,1
83,0,3,0.549346,1
38,0,1,0.807675,1
38,0,2,0.899882,1
38,0,1,0.949876,1
38,0,1,0.975416,1
38,0,2,0.988066,1
6,0,3,0.592391,1
6,0,2,0.736809,1
6,0,6,0.840982,0
12,0,1,0.674897,1
7,0,4,0.66951,0
7,0,4,0.449892,0
7,7,4,0.248547,1
7,7,4,0.345986,1
7,7,4,0.458151,0
7,7,1,0.254803,1
7,7,1,0.353527,1
6,7,3,0.11276,1
6,7,2,0.257794,1
6,7,6,0.430057,0
6,7,2,0.102697,1
6,7,2,0.244692,1
6,7,8,0.415665,0
7,7,2,0.466384,1
7,7,4,0.582685,1
82,7,1,0.751471,1
80,7,5,0.844101,1
93,7,8,0.454978,0
82,7,3,0.850814,1
82,7,2,0.914216,1
82,7,2,0.951963,1
82,7,2,0.973513,1
82,2,1,0.985522,1
81,2,4,0.570588,0
33,2,6,0.687117,0
33,2,4,0.105921,0
33,2,2,0.101267,0
33,2,3,0.101254,0
33,2,4,0.101254,0
33,2,6,0.101254,0
33,2,3,0.101254,1
33,2,2,0.2428,0
33,2,2,0.101722,1
81,2,4,0.103388,0
81,2,5,0.101208,0
81,2,3,0.101203,0
81,2,5,0.101203,0
81,2,5,0.101203,1
33,2,3,0.243414,0
33,2,6,0.101724,0
33,2,0,0.101255,1
33,2,0,0.242802,1
34,7,0,0.779264,1
35,7,0,0.844193,1
8,7,4,0.519481,1
8,7,0,0.552463,1
8,7,5,0.584965,0
8,7,2,0.48703,1
8,7,3,0.52021,1
8,7,2,0.553185,1
8,7,2,0.585674,1
8,7,1,0.617413,1
47,7,1,0.804781,1
2,7,6,0.514938,0
2,7,5,0.390987,0
2,7,7,0.279875,0
10,7,2,0.639731,0
12,7,8,0.674596,0
12,7,0,0.676381,1
9,7,4,0.438914,0
53,7,0,0.626437,1
53,7,2,0.762636,1
53,2,2,0.858216,1
53,2,2,0.918727,1
53,2,2,0.954573,1
97,2,3,0.672199,1
97,2,6,0.823344,0
97,2,7,0.109319,1
97,2,3,0.27776,0
97,2,0,0.101692,1
97,2,2,0.26656,1
97,2,2,0.47875,1
98,2,5,0.555305,1
98,2,3,0.742406,0
98,2,2,0.106163,0
98,2,6,0.101214,0
98,2,1,0.101203,1
98,2,3,0.265836,0
98,2,4,0.101652,0
98,2,6,0.101204,0
98,2,2,0.101203,0
98,2,7,0.101203,0
8,2,1,0.648164,1
8,2,3,0.677719,1
8,2,2,0.705905,1
8,2,2,0.732589,1
8,2,2,0.757675,1
35,2,2,0.84402,1
80,2,5,0.92379,0
80,2,6,0.122321,0
80,2,3,0.101251,0
80,2,7,0.101203,1
80,2,4,0.265836,1
57,2,0,0.741722,1
82,2,2,0.992124,1
45,2,5,0.460227,0
45,2,6,0.102533,0
68,2,1,0.854305,1
21,2,2,0.625,0
21,2,2,0.626545,0
21,2,4,0.628086,0
21,2,4,0.629624,0
21,7,4,0.631159,0
21,7,3,0.63269,0
47,7,1,0.885514,1
47,7,1,0.935122,0
47,7,2,0.132343,1
47,7,3,0.282831,1
47,7,1,0.456973,1
47,7,0,0.625232,1
47,7,3,0.761736,1
80,7,4,0.477938,1
40,7,2,0.726708,0
40,7,3,0.728961,0
40,7,2,0.731201,0
40,7,2,0.733429,1
40,7,5,0.733207,0
40,7,1,0.735423,1
40,7,3,0.735202,0
40,7,1,0.737407,1
40,7,3,0.737186,1
40,7,2,0.736964,1
37,2,3,0.582822,1
31,2,1,0.599526,1
