@relation 'ASS2009-weka.filters.unsupervised.attribute.Remove-R1-2,7'

@attribute skill numeric
@attribute cluster numeric
@attribute difficulty numeric
@attribute BKT numeric
@attribute class {1,0}

@data
67,6,0,0.662577,1
6,6,1,0.566265,1
6,6,7,0.716416,1
6,6,4,0.827091,1
8,6,0,0.5,1
8,6,2,0.533134,1
8,6,1,0.565951,1
8,6,2,0.598178,1
8,6,2,0.629558,1
8,6,5,0.659865,1
8,6,4,0.688903,1
8,6,4,0.716516,0
8,6,4,0.629879,0
8,6,4,0.534055,1
8,6,3,0.56686,1
8,6,3,0.599066,1
99,6,4,0.537102,1
99,6,3,0.60709,1
99,6,1,0.672904,1
99,6,3,0.732527,0
99,6,3,0.58019,1
99,6,3,0.647909,1
99,6,3,0.710135,1
99,6,2,0.765327,1
100,6,5,0.50566,0
100,6,0,0.508652,1
100,6,0,0.508519,1
100,6,0,0.508386,1
100,6,3,0.508254,0
100,6,0,0.511242,1
100,6,3,0.511107,1
64,6,3,0.528634,1
64,6,2,0.528276,1
100,6,5,0.510971,1
100,6,4,0.510836,1
99,6,4,0.81277,0
99,6,4,0.686522,1
99,6,3,0.744601,1
99,6,0,0.795116,1
99,6,4,0.837807,1
99,6,2,0.873019,1
99,6,4,0.901481,1
99,6,3,0.924117,1
99,6,4,0.941886,1
60,6,7,0.673077,1
120,6,0,0.71875,1
120,6,2,0.718358,1
99,6,1,0.955692,1
4,6,6,0.557377,1
4,6,4,0.59466,1
4,6,2,0.630859,1
13,6,5,0.284717,1
59,6,5,0.507519,1
46,6,2,0.981984,1
46,6,2,0.991804,1
46,6,2,0.99629,1
61,6,8,0.681373,1
99,6,1,0.966336,1
104,6,5,0.634146,1
105,6,1,0.8,1
105,6,0,0.799845,1
105,6,0,0.799689,1
105,6,0,0.799534,1
105,6,1,0.799378,1
107,6,7,0.306452,0
107,6,8,0.211233,0
107,6,2,0.139934,1
107,6,4,0.185821,1
107,6,7,0.242281,1
107,6,7,0.309185,0
107,6,9,0.21337,0
107,6,2,0.14147,1
107,6,5,0.187743,0
107,6,5,0.123241,1
107,6,5,0.164797,1
58,6,4,0.6875,1
23,6,4,0.528362,0
23,6,5,0.529829,1
23,6,4,0.529304,1
23,6,6,0.528779,1
24,6,4,0.152866,0
24,6,4,0.120699,0
24,6,5,0.094742,1
24,6,5,0.109405,1
24,6,5,0.12589,0
95,6,1,0.859031,1
94,6,3,0.408867,0
94,6,4,0.410666,1
94,6,6,0.41045,1
94,6,5,0.410234,1
94,6,4,0.410018,1
96,6,2,0.489051,1
28,6,2,0.703704,1
27,6,2,0.705263,1
89,6,4,0.866667,1
87,6,4,0.442953,1
90,6,4,0.521978,1
30,6,3,0.706677,0
30,6,3,0.61864,1
30,6,2,0.649348,1
30,6,6,0.678852,1
26,6,1,0.646409,1
30,6,1,0.706981,1
26,6,1,0.64611,1
30,6,4,0.733604,1
93,6,2,0.389908,1
93,6,4,0.426952,1
24,6,5,0.098902,1
107,4,5,0.216651,0
107,4,8,0.143833,1
107,4,2,0.190694,1
107,4,5,0.248165,1
107,4,5,0.316001,1
38,0,2,0.713074,1
81,0,7,0.561616,0
81,0,7,0.206703,1
81,0,4,0.319277,1
81,0,2,0.457544,1
8,0,2,0.5,0
8,0,3,0.402598,0
8,0,4,0.312473,0
8,0,3,0.234791,0
8,0,2,0.171824,1
8,0,4,0.192059,0
8,0,3,0.138646,0
8,0,7,0.098543,0
8,0,5,0.069387,0
8,0,4,0.048683,1
2,0,3,0.503118,0
2,0,6,0.379802,0
2,0,3,0.270482,0
2,0,3,0.18359,1
2,0,3,0.23958,0
6,7,8,0.566265,0
6,7,1,0.103932,0
6,7,3,0.101261,0
6,7,3,0.101254,0
6,7,1,0.101254,1
7,7,7,0.670644,0
7,7,4,0.451161,1
8,7,2,0.056058,1
8,7,3,0.064335,0
8,7,2,0.045136,0
8,7,2,0.031767,1
8,7,3,0.037012,0
8,7,3,0.026161,0
8,7,1,0.018721,1
8,7,2,0.022261,1
8,7,2,0.026269,0
2,7,1,0.160538,1
2,7,2,0.21141,1
6,7,2,0.2428,1
7,7,5,0.567716,1
7,7,2,0.677164,1
7,7,1,0.770091,0
7,7,2,0.574751,1
7,7,1,0.683409,1
7,7,2,0.775134,1
7,7,4,0.846247,1
7,7,3,0.897829,1
8,7,2,0.018795,1
8,7,2,0.022345,1
8,7,2,0.026364,0
8,7,3,0.01886,1
8,7,4,0.022418,1
2,7,3,0.272945,1
6,7,3,0.413569,0
6,7,10,0.102586,0
6,7,0,0.101257,1
6,7,1,0.242805,1
6,7,0,0.413574,1
7,7,1,0.933464,1
7,7,4,0.957261,1
5,7,0,0.744589,1
5,7,1,0.744422,1
7,7,3,0.972794,1
7,7,3,0.982783,1
7,7,3,0.989146,0
7,7,4,0.973507,1
7,7,2,0.983239,1
7,7,6,0.989435,1
7,7,1,0.993356,1
7,7,1,0.995828,1
7,7,1,0.997382,1
7,7,1,0.998359,1
3,7,3,0.652439,0
3,7,6,0.654295,0
3,7,1,0.656146,1
3,7,4,0.655845,1
3,7,2,0.655545,1
1,7,4,0.623134,0
1,7,4,0.625074,1
1,7,4,0.62478,0
1,7,3,0.626715,1
1,7,5,0.62642,1
99,7,5,0.537102,0
99,7,5,0.369523,0
99,7,2,0.228723,0
99,7,2,0.130843,1
99,7,4,0.167595,0
99,7,6,0.092994,0
99,7,8,0.050064,0
99,7,5,0.026837,1
99,7,6,0.03633,0
99,7,6,0.019619,0
99,7,5,0.01097,0
100,7,3,0.50566,0
100,7,0,0.508652,1
100,7,4,0.508519,0
100,7,7,0.511507,0
64,7,5,0.528634,0
100,7,4,0.514491,0
100,7,0,0.517472,1
100,7,0,0.517331,1
100,7,0,0.51719,1
100,7,4,0.517049,0
100,7,0,0.520026,1
8,7,2,0.026447,0
8,7,3,0.018916,1
8,7,3,0.022482,1
1,7,2,0.626126,1
99,7,4,0.006551,0
99,7,6,0.004308,0
99,7,5,0.003172,0
99,7,3,0.002599,1
99,7,6,0.004449,0
99,7,5,0.003244,0
99,7,5,0.002635,1
99,7,4,0.004497,0
99,7,1,0.003268,1
99,7,1,0.005336,0
99,7,5,0.003692,0
99,7,4,0.002862,0
99,7,2,0.002442,1
99,7,4,0.004241,1
100,7,1,0.519883,1
100,7,0,0.519739,1
100,7,3,0.519596,0
100,7,0,0.52257,1
100,7,3,0.522424,1
100,7,3,0.522278,0
100,7,4,0.525248,1
100,7,4,0.5251,0
100,7,0,0.528066,1
64,7,4,0.53035,1
64,7,5,0.52999,1
64,7,3,0.529631,1
100,7,3,0.527915,1
100,7,4,0.527765,1
99,7,4,0.006625,0
99,7,4,0.004345,0
99,7,2,0.003191,0
99,7,2,0.002609,1
99,7,3,0.004462,1
99,7,4,0.006917,1
99,7,4,0.010165,1
99,7,5,0.014456,1
99,7,1,0.020108,1
104,7,3,0.634146,0
104,7,3,0.63567,0
104,7,6,0.637191,0
104,7,5,0.638707,0
104,7,9,0.640221,1
120,7,2,0.71875,0
120,7,2,0.72004,1
120,7,6,0.719648,0
120,7,4,0.720935,0
120,7,4,0.722218,0
120,7,7,0.723497,0
120,7,7,0.724771,0
99,7,3,0.02753,1
104,7,6,0.639813,0
104,7,3,0.641323,1
120,7,2,0.726042,0
120,7,0,0.727308,1
107,7,5,0.306452,0
107,7,8,0.211233,0
107,7,2,0.139934,0
107,7,6,0.090282,0
4,7,8,0.557377,0
4,7,2,0.487684,0
4,7,6,0.418549,0
4,7,6,0.352574,0
4,7,7,0.291902,0
4,7,5,0.237977,1
4,7,6,0.267176,1
4,7,4,0.298472,0
4,7,3,0.243732,1
4,7,3,0.273367,1
4,7,2,0.305071,1
4,7,9,0.338664,0
4,7,6,0.279384,1
4,7,4,0.311472,1
4,7,7,0.345406,1
50,7,5,0.615551,0
50,7,5,0.103875,0
50,7,3,0.101209,1
50,7,5,0.265845,1
50,7,4,0.477948,0
49,7,4,0.398357,0
83,0,1,0.538929,1
83,0,1,0.730089,1
81,0,4,0.697165,1
38,0,1,0.713299,1
82,0,0,0.753799,1
43,0,5,0.550676,1
80,0,4,0.68534,0
80,0,5,0.104907,0
82,0,3,0.852364,1
82,0,0,0.915163,1
37,0,2,0.632911,1
7,0,4,0.670644,0
7,0,4,0.451161,1
7,0,4,0.567716,1
7,0,1,0.677164,0
38,0,2,0.713074,1
46,0,4,0.648649,1
81,0,4,0.8053,1
83,0,6,0.859392,0
38,0,1,0.71285,1
38,7,2,0.712626,1
38,7,2,0.712401,1
38,7,2,0.712177,1
38,7,2,0.711953,1
83,7,2,0.111878,1
33,7,6,0.688103,0
33,7,2,0.105943,1
33,7,4,0.248937,1
33,7,5,0.420351,0
33,7,3,0.102631,1
33,7,3,0.244606,1
33,7,2,0.41557,1
31,7,0,0.597516,1
31,7,1,0.772994,1
31,7,0,0.884595,1
31,7,3,0.944794,0
31,7,2,0.13081,1
31,7,2,0.30851,1
31,7,2,0.524247,1
31,7,5,0.718822,0
31,2,6,0.105582,0
31,2,5,0.101213,0
31,2,6,0.101203,1
31,2,4,0.265836,0
31,2,7,0.101652,0
31,2,6,0.101204,1
31,2,3,0.265837,0
31,2,4,0.101652,0
31,2,3,0.101204,0
31,2,4,0.101203,1
31,2,4,0.265836,1
79,2,1,0.742647,1
39,2,2,0.577358,1
82,2,2,0.952511,1
57,2,2,0.716484,1
82,2,2,0.973821,1
82,2,0,0.985692,1
80,2,4,0.101211,1
82,2,1,0.992217,1
80,2,3,0.265848,1
35,2,1,0.849003,1
35,2,0,0.848833,1
34,2,0,0.788927,1
33,2,6,0.587985,1
34,2,2,0.875363,1
34,2,1,0.929069,1
34,2,2,0.960522,1
34,2,2,0.978308,0
34,2,2,0.192295,1
34,2,1,0.355896,1
34,2,1,0.531394,1
34,2,1,0.688383,1
34,2,3,0.807576,1
33,2,0,0.733405,1
97,2,6,0.673118,0
97,2,8,0.104695,1
97,2,3,0.270987,1
97,2,3,0.483692,1
97,2,7,0.686547,1
97,2,0,0.832508,1
33,2,5,0.838681,0
97,2,3,0.917607,0
97,2,3,0.120626,1
97,2,4,0.294085,1
97,2,3,0.508933,1
98,2,4,0.546275,1
98,2,4,0.735647,0
47,2,3,0.814346,1
47,2,1,0.891571,1
47,2,2,0.93871,1
47,2,2,0.966022,1
47,2,2,0.981371,1
47,2,4,0.989849,0
47,2,2,0.277566,0
47,2,2,0.101865,1
47,2,0,0.243602,1
47,2,2,0.414458,1
40,2,3,0.736486,1
40,2,2,0.736265,0
40,2,3,0.738464,1
40,2,3,0.738243,0
40,2,2,0.740431,1
40,2,1,0.74021,1
40,2,3,0.739989,0
40,2,3,0.742167,0
40,2,1,0.744331,1
40,2,2,0.744112,1
80,2,3,0.477952,1
49,2,4,0.398357,1
49,2,5,0.612545,1
49,2,4,0.7835,1
42,2,3,0.416364,1
42,2,3,0.449019,0
43,2,3,0.704001,1
80,2,4,0.681836,1
81,2,5,0.88138,1
56,2,0,0.835025,1
83,2,6,0.281483,1
46,2,2,0.807957,1
83,2,5,0.495275,1
38,2,1,0.711728,1
38,2,2,0.711504,1
38,2,2,0.711279,1
38,2,2,0.711055,1
33,2,2,0.112563,1
31,2,1,0.477938,1
31,2,7,0.681824,0
31,2,1,0.104844,1
31,2,2,0.271207,1
31,2,3,0.483937,1
31,2,3,0.686747,1
31,2,5,0.832635,0
31,2,6,0.109874,0
31,2,5,0.101222,0
31,2,5,0.101203,1
31,2,6,0.265836,0
31,2,7,0.101652,0
31,2,6,0.101204,1
23,2,3,0.529412,1
79,2,2,0.866897,1
39,2,4,0.75859,0
39,2,4,0.106626,1
82,2,3,0.995778,1
80,2,3,0.829516,1
43,2,1,0.818509,1
43,2,5,0.894192,0
82,2,0,0.997713,1
82,2,1,0.998762,1
57,2,3,0.827138,1
82,2,0,0.99933,1
33,2,2,0.257539,1
34,2,0,0.887289,1
35,2,0,0.848664,1
47,2,2,0.586962,1
47,2,3,0.732613,1
47,2,2,0.838145,1
47,2,2,0.906428,1
47,2,0,0.947433,1
35,2,2,0.848494,1
97,2,3,0.706838,1
97,2,5,0.845206,0
97,2,9,0.110731,0
33,2,1,0.429779,1
33,2,2,0.600947,1
34,2,2,0.936175,0
34,2,2,0.132877,0
34,2,1,0.101345,1
34,2,1,0.24292,1
35,2,3,0.848324,0
35,2,10,0.849757,0
80,2,3,0.915998,1
83,2,3,0.695942,1
47,2,1,0.970962,1
40,2,2,0.743892,0
40,2,2,0.746046,0
10,2,0,0.610714,1
7,2,4,0.458509,1
7,2,2,0.574967,1
7,2,0,0.6836,1
7,2,1,0.775287,1
7,2,4,0.846362,1
7,2,1,0.89791,1
28,2,3,0.703704,0
1,2,2,0.623134,1
1,2,4,0.622841,1
3,2,8,0.652439,0
3,2,3,0.654295,0
8,2,6,0.5,0
8,2,3,0.402598,1
8,2,3,0.434996,1
8,2,4,0.467918,1
8,2,2,0.501087,1
8,2,2,0.534215,1
8,2,2,0.567017,1
8,2,3,0.59922,1
99,2,1,0.537102,1
99,2,6,0.60709,0
42,2,3,0.354584,1
42,2,3,0.385681,0
42,2,3,0.297491,0
42,2,5,0.222371,1
42,2,2,0.24657,1
82,2,2,0.999638,1
49,2,5,0.890582,1
49,2,5,0.947823,1
54,2,2,0.317536,0
54,2,2,0.106262,1
54,2,2,0.151844,1
54,2,4,0.21202,1
54,2,0,0.287691,1
54,2,5,0.377239,1
43,2,4,0.119646,1
34,2,1,0.413702,1
34,2,2,0.586267,1
34,2,2,0.732074,0
34,2,3,0.107115,0
34,2,2,0.10127,0
34,2,1,0.101254,1
34,2,2,0.2428,1
34,2,2,0.413569,0
34,2,1,0.102586,1
34,2,2,0.244547,0
34,2,2,0.101729,0
35,2,3,0.851178,1
35,2,1,0.85101,1
35,2,5,0.850842,1
35,2,2,0.850674,1
45,2,4,0.457031,1
37,2,3,0.632615,0
37,2,5,0.634529,0
37,2,3,0.636438,0
57,2,4,0.899594,1
53,2,1,0.611765,0
53,2,2,0.104536,0
53,2,2,0.101263,1
53,2,2,0.242812,0
53,2,1,0.101722,1
53,2,2,0.243414,1
53,2,1,0.41425,1
53,2,1,0.586771,1
53,2,2,0.732465,0
53,2,3,0.107127,1
19,2,3,0.744186,0
19,2,5,0.745708,0
19,2,0,0.747223,1
19,2,2,0.746936,1
18,2,1,0.874477,1
21,2,7,0.598958,0
21,2,7,0.530254,0
31,2,4,0.265837,1
45,2,5,0.664353,0
45,2,5,0.104552,0
81,0,3,0.561616,1
83,0,1,0.538929,1
82,0,2,0.753799,1
83,0,4,0.730089,0
83,0,2,0.105847,1
83,0,3,0.27268,1
83,0,2,0.485573,1
43,0,3,0.550676,1
81,0,7,0.697165,0
81,0,6,0.318537,1
81,0,4,0.4567,1
81,0,5,0.601736,1
38,0,2,0.713299,1
80,0,4,0.68534,1
82,0,2,0.852364,1
82,0,3,0.915163,1
80,0,4,0.831743,1
80,0,4,0.917196,1
37,0,2,0.632911,1
18,0,0,0.874477,1
82,2,1,0.952511,1
46,2,1,0.648649,1
46,2,4,0.807957,1
81,2,5,0.730813,0
81,2,5,0.355278,1
81,2,5,0.497693,1
83,2,4,0.688082,1
83,2,4,0.83348,1
38,2,2,0.713074,1
38,2,2,0.71285,1
38,2,2,0.712626,1
38,2,1,0.712401,1
38,2,1,0.712177,1
33,2,3,0.688103,1
31,2,5,0.597516,1
31,2,3,0.772994,1
31,2,1,0.884595,1
31,2,2,0.944794,1
31,2,6,0.974406,0
31,2,5,0.164727,1
31,2,6,0.354745,1
31,2,6,0.57114,1
31,2,5,0.754073,1
23,2,2,0.529412,1
45,2,6,0.457031,1
79,2,2,0.742647,1
39,2,1,0.577358,1
82,2,4,0.973821,1
82,2,3,0.985692,1
57,2,2,0.716484,1
48,2,6,0.235988,1
49,2,5,0.398357,0
49,2,4,0.102191,0
49,2,5,0.101205,0
49,2,5,0.101203,0
49,2,5,0.101203,1
49,2,5,0.265836,1
49,2,5,0.477938,1
54,2,4,0.317536,0
54,2,1,0.106262,1
54,2,3,0.151844,1
54,2,2,0.21202,1
54,2,3,0.287691,1
54,2,2,0.377239,1
80,2,3,0.961061,1
82,2,3,0.992217,1
82,2,2,0.995778,1
80,2,3,0.982097,1
42,2,4,0.416364,0
42,2,3,0.324805,1
42,2,2,0.354779,1
42,2,3,0.385883,0
42,2,3,0.297669,1
42,2,5,0.326402,1
42,2,4,0.356442,1
42,2,3,0.387602,1
42,2,3,0.419661,1
43,2,3,0.704001,1
43,2,3,0.818509,1
82,2,3,0.997713,1
33,2,1,0.807379,1
33,2,0,0.887164,1
34,2,1,0.788927,1
34,2,1,0.875363,1
34,2,1,0.929069,1
34,2,1,0.960522,1
34,2,2,0.978308,1
34,2,1,0.988166,1
35,2,3,0.849003,1
35,2,1,0.848833,1
35,2,3,0.848664,0
35,2,2,0.850094,1
35,2,0,0.849925,1
35,2,3,0.849756,1
35,2,1,0.849587,1
35,2,3,0.849418,1
98,2,5,0.546275,1
97,2,1,0.673118,1
