@relation 'ASS2009-weka.filters.unsupervised.attribute.Remove-R1-2,7'

@attribute skill numeric
@attribute cluster numeric
@attribute difficulty numeric
@attribute BKT numeric
@attribute class {1,0}

@data
50,1,2,0.990564,1
50,1,4,0.995726,1
50,1,2,0.998069,1
50,1,1,0.999129,1
57,1,0,0.729197,1
50,1,6,0.999607,0
50,1,7,0.852531,1
50,1,3,0.928238,1
50,1,8,0.966446,1
2,1,3,0.401709,1
45,1,4,0.871201,0
2,1,4,0.546902,1
49,1,5,0.681827,0
49,1,2,0.104844,1
49,1,1,0.271207,1
49,1,3,0.483937,1
47,1,4,0.849451,1
40,1,1,0.779141,1
40,1,4,0.778932,1
40,1,0,0.778723,1
40,1,2,0.778513,0
40,1,2,0.780453,1
40,1,2,0.780244,1
40,1,2,0.780035,1
40,1,1,0.779826,1
40,1,1,0.779617,1
83,1,3,0.96965,1
80,1,6,0.992249,1
52,1,0,0.509449,1
52,1,7,0.674516,1
54,1,3,0.029768,1
54,1,5,0.044836,0
54,1,4,0.012731,1
54,1,5,0.019905,1
54,1,2,0.030455,1
54,1,3,0.045833,1
35,1,2,0.852773,1
35,1,4,0.852606,0
35,1,8,0.854004,0
35,1,3,0.855392,1
35,1,0,0.855227,1
35,1,0,0.855062,1
35,1,3,0.854897,1
35,1,1,0.854732,1
54,1,5,0.067968,1
38,1,5,0.70223,1
38,1,2,0.702006,1
80,1,4,0.996492,1
83,1,5,0.986107,1
83,1,2,0.993692,1
38,1,2,0.701781,1
38,1,1,0.701556,1
38,1,1,0.701331,1
38,1,3,0.701107,1
33,1,4,0.981354,1
31,1,1,0.941005,1
31,1,2,0.962214,1
31,1,3,0.975992,1
31,1,2,0.984826,1
31,1,6,0.99044,1
31,1,6,0.99399,0
31,1,7,0.985227,1
31,1,3,0.990695,1
31,1,4,0.994151,1
23,1,3,0.534526,1
45,1,6,0.113023,1
79,1,1,0.875549,1
39,1,7,0.708414,1
82,1,2,0.999272,1
82,1,2,0.999606,1
57,1,1,0.728904,1
48,1,4,0.440755,1
49,1,6,0.686747,0
49,1,5,0.104932,0
49,1,4,0.101211,0
49,1,4,0.101203,0
49,1,4,0.101203,1
49,1,4,0.265836,1
54,1,3,0.099256,1
54,1,3,0.142365,1
54,1,4,0.199715,0
54,1,5,0.060358,0
54,1,5,0.016984,1
54,1,4,0.026168,1
54,1,3,0.039603,1
54,1,4,0.05904,0
82,1,2,0.999787,1
82,1,2,0.999885,1
80,1,4,0.998416,1
42,1,4,0.554219,1
42,1,7,0.586688,1
42,1,3,0.6184,0
42,1,2,0.521872,1
42,1,4,0.554828,1
42,1,2,0.587286,1
43,1,4,0.887955,1
43,1,2,0.93657,1
33,1,3,0.98984,1
33,1,5,0.994483,1
33,1,0,0.997009,1
34,1,2,0.993123,1
34,1,1,0.996271,1
34,1,2,0.99798,1
34,1,1,0.998907,1
34,1,0,0.999408,1
35,1,0,0.854567,1
35,1,0,0.854402,1
35,1,6,0.854237,0
35,1,2,0.855622,0
35,1,3,0.856996,1
35,1,6,0.856833,1
35,1,2,0.856669,0
97,1,6,0.987844,1
97,1,7,0.995581,1
98,1,2,0.863109,1
98,1,4,0.933763,1
47,1,0,0.913382,1
47,1,3,0.951479,0
47,1,3,0.143113,0
47,1,2,0.101376,1
47,1,3,0.24296,1
47,1,2,0.413747,1
47,1,1,0.586308,1
45,1,4,0.283144,1
55,1,2,0.596441,0
55,1,4,0.599247,1
55,1,1,0.599047,0
55,1,0,0.601846,1
55,1,1,0.601645,1
50,1,4,0.984615,1
50,1,4,0.99301,1
50,1,3,0.996838,1
50,1,5,0.998572,1
37,1,3,0.601767,1
51,1,7,0.564951,0
53,1,1,0.940376,1
53,1,4,0.961706,1
53,1,3,0.975564,1
53,1,2,0.984472,1
53,1,2,0.990159,1
54,1,1,0.016619,1
54,1,1,0.025631,1
54,1,3,0.038821,1
54,1,6,0.057917,1
54,1,3,0.085132,1
35,1,5,0.858035,0
35,1,4,0.859389,1
35,1,0,0.859228,1
35,1,4,0.859066,1
35,1,6,0.858905,0
35,1,2,0.860252,1
35,1,2,0.860091,1
35,1,2,0.85993,1
35,1,3,0.859769,1
47,1,1,0.732106,1
50,1,2,0.999356,1
50,1,3,0.999709,1
50,1,2,0.999869,1
50,1,3,0.999941,1
50,1,1,0.999973,1
57,1,1,0.72861,1
50,1,4,0.999988,1
45,1,2,0.49709,1
49,1,4,0.477938,1
2,1,4,0.68445,1
47,1,1,0.837801,1
40,1,2,0.779408,0
40,1,3,0.781342,0
40,1,1,0.783262,1
40,1,1,0.783055,1
40,1,3,0.782847,1
40,1,3,0.782639,1
40,1,2,0.782432,1
83,1,3,0.997147,1
80,1,3,0.999285,1
52,1,4,0.805233,1
52,1,3,0.891857,0
52,1,5,0.734827,1
52,1,5,0.846815,1
52,1,5,0.916852,1
18,1,0,0.868926,1
18,1,1,0.868804,1
22,1,0,0.971098,1
21,1,7,0.62201,0
21,1,7,0.623561,1
21,1,3,0.623156,1
21,1,5,0.62275,0
21,1,7,0.6243,0
21,1,2,0.625847,1
68,1,2,0.860927,1
21,1,5,0.625441,0
21,1,3,0.626985,1
21,1,5,0.626579,0
21,1,3,0.62812,1
21,1,7,0.627714,0
118,1,5,0.5,1
21,1,4,0.629253,1
68,1,0,0.860767,1
21,1,1,0.628846,1
21,1,1,0.62844,1
21,1,2,0.628033,1
21,1,2,0.627627,1
21,1,3,0.627221,0
21,1,3,0.628761,1
21,1,3,0.628355,0
21,1,6,0.629892,0
21,1,4,0.631426,1
21,1,8,0.631019,1
21,1,2,0.630612,1
21,1,2,0.630206,1
21,1,1,0.629799,1
21,1,3,0.629392,1
21,1,2,0.628986,0
21,1,0,0.630522,1
21,1,3,0.630115,1
21,1,5,0.629709,1
19,1,1,0.733813,1
30,1,4,0.620155,0
30,1,4,0.523727,1
30,1,1,0.556663,1
30,1,2,0.589084,1
30,1,4,0.62073,1
30,1,5,0.651363,1
85,1,10,0.041237,0
84,1,4,0.314815,1
86,1,2,0.532258,1
84,1,6,0.314065,1
21,1,3,0.629302,1
21,1,4,0.628896,1
35,1,2,0.859608,1
1,1,2,0.641379,1
1,1,1,0.773713,1
2,1,7,0.795798,0
2,1,4,0.441523,1
2,1,5,0.586956,1
2,1,4,0.718588,1
2,1,6,0.821033,0
2,1,4,0.481996,1
2,1,3,0.625797,1
2,1,3,0.750305,1
2,1,6,0.843711,1
2,1,5,0.906522,1
14,1,6,0.609121,0
14,1,6,0.103333,1
14,1,8,0.301529,1
14,1,6,0.566847,1
14,1,3,0.788977,1
14,1,4,0.912841,1
13,1,1,0.557491,1
3,1,3,0.675978,1
3,1,3,0.675676,1
3,1,3,0.675375,1
7,1,3,0.697624,1
7,1,1,0.786514,1
12,1,0,0.709544,1
10,1,7,0.629252,1
7,1,4,0.854702,1
7,1,5,0.903769,1
7,1,1,0.937476,1
7,1,0,0.9599,1
7,1,2,0.974499,1
46,1,3,0.628483,1
46,1,3,0.79443,0
46,1,5,0.107909,1
46,1,5,0.2757,1
46,1,3,0.488917,0
46,1,4,0.10272,1
46,1,6,0.268078,1
46,1,2,0.480449,1
46,1,3,0.683889,1
46,1,1,0.830822,1
46,1,3,0.916701,1
46,1,2,0.960818,1
13,1,6,0.501335,0
13,1,4,0.548139,1
13,1,5,0.491887,1
13,1,7,0.435904,0
13,1,5,0.482572,1
13,1,5,0.426771,1
13,1,5,0.372853,1
15,1,0,0.651332,1
13,1,6,0.322014,1
15,1,2,0.809732,1
15,1,0,0.905229,1
15,1,0,0.955154,1
15,1,1,0.979319,1
7,1,2,0.983873,1
7,1,4,0.989837,1
7,1,1,0.993609,1
7,1,2,0.995987,1
5,1,1,0.756863,1
5,1,2,0.756697,1
67,1,0,0.693642,1
6,1,1,0.600575,1
6,1,7,0.743093,1
6,1,4,0.845212,1
8,1,0,0.523936,1
8,1,2,0.55687,1
8,1,1,0.589287,1
8,1,2,0.620927,1
8,1,2,0.651553,1
8,1,5,0.680962,1
8,1,4,0.708985,1
8,1,4,0.735493,0
8,1,4,0.651825,0
8,1,4,0.557674,1
8,1,3,0.590075,1
8,1,3,0.621693,1
99,1,4,0.55286,1
99,1,3,0.663849,1
99,1,1,0.759249,1
99,1,3,0.834315,0
99,1,3,0.670117,1
99,1,3,0.764368,1
99,1,3,0.838177,1
99,1,2,0.892122,1
100,1,5,0.529197,0
100,1,0,0.532156,1
100,1,0,0.532002,1
100,1,0,0.531848,1
100,1,3,0.531695,0
100,1,0,0.53465,1
100,1,3,0.534493,1
64,1,3,0.539095,1
64,1,2,0.538728,1
100,1,5,0.534337,1
100,1,4,0.534182,1
99,1,4,0.929592,0
99,1,4,0.841885,1
99,1,3,0.894749,1
99,1,0,0.931376,1
99,1,4,0.955884,1
99,1,2,0.971903,1
99,1,4,0.982214,1
99,1,3,0.988784,1
99,1,4,0.992945,1
60,1,7,0.704797,1
120,1,0,0.711864,1
120,1,2,0.711332,1
99,1,1,0.995569,1
4,1,6,0.601449,1
4,1,4,0.601049,1
4,1,2,0.60065,1
13,1,5,0.275172,1
59,1,5,0.522184,1
46,1,2,0.981983,1
46,1,2,0.991803,1
46,1,2,0.996289,1
61,1,8,0.663717,1
99,1,1,0.99722,1
104,1,5,0.648352,1
105,1,1,0.805195,1
105,1,0,0.805041,1
105,1,0,0.804887,1
105,1,0,0.804734,1
105,1,1,0.80458,1
107,1,7,0.360784,0
107,1,8,0.254733,0
107,1,2,0.171763,1
107,1,4,0.225188,1
107,1,7,0.28922,1
107,1,7,0.362768,0
107,1,9,0.256363,0
107,1,2,0.172979,1
107,1,5,0.226673,0
107,1,5,0.151094,1
107,1,5,0.19973,1
58,1,4,0.657343,1
23,1,4,0.533997,0
23,1,5,0.535457,1
23,1,4,0.534928,1
23,1,6,0.534399,1
24,1,4,0.175439,0
24,1,4,0.13917,0
24,1,5,0.109595,1
24,1,5,0.126102,1
24,1,5,0.144566,0
95,1,1,0.864253,1
94,1,3,0.435,0
94,1,4,0.436793,1
94,1,6,0.436537,1
94,1,5,0.436282,1
94,1,4,0.436027,1
96,1,2,0.539474,1
28,1,2,0.673913,1
27,1,2,0.686275,1
89,1,4,0.890756,1
87,1,4,0.460123,1
90,1,4,0.575269,1
30,1,3,0.68078,0
30,1,3,0.589505,1
30,1,2,0.621138,1
30,1,6,0.651757,1
26,1,1,0.685567,1
30,1,1,0.681157,1
26,1,1,0.685266,1
30,1,4,0.70917,1
93,1,2,0.385965,1
93,1,4,0.422899,1
24,1,5,0.11396,1
107,4,5,0.25902,0
107,4,8,0.174966,1
107,4,2,0.229097,1
107,4,5,0.293808,1
107,4,5,0.36791,1
38,0,2,0.703803,1
81,0,7,0.565041,0
81,0,7,0.103334,1
81,0,4,0.268984,1
81,0,2,0.481461,1
8,0,2,0.523936,0
8,0,3,0.425809,0
8,0,4,0.333343,0
8,0,3,0.252321,0
8,0,2,0.185728,1
8,0,4,0.207129,0
8,0,3,0.150233,0
8,0,7,0.107117,0
8,0,5,0.075554,0
8,0,4,0.053028,1
2,0,3,0.401709,0
2,0,6,0.120521,0
2,0,3,0.027961,0
2,0,3,0.006783,1
2,0,3,0.013094,0
6,6,8,0.600575,0
6,6,1,0.104375,0
6,6,3,0.101263,0
6,6,3,0.101254,0
6,6,1,0.101254,1
7,6,7,0.697624,0
7,6,4,0.482204,1
8,6,2,0.060936,1
8,6,3,0.0698,0
8,6,2,0.048973,0
8,6,2,0.034425,1
8,6,3,0.040011,0
8,6,3,0.028227,0
8,6,1,0.020133,1
8,6,2,0.023861,1
8,6,2,0.028079,0
2,6,1,0.003676,1
2,6,2,0.00757,1
6,6,2,0.2428,1
7,6,5,0.598018,1
7,6,2,0.703786,1
7,6,1,0.791404,0
7,6,2,0.604861,1
7,6,1,0.7097,1
7,6,2,0.796075,1
7,6,4,0.861744,1
7,6,3,0.908687,1
8,6,2,0.020032,1
8,6,2,0.023746,1
8,6,2,0.027949,0
8,6,3,0.019943,1
8,6,4,0.023646,1
2,6,3,0.014488,1
6,6,3,0.413569,0
6,6,10,0.102586,0
6,6,0,0.101257,1
6,6,1,0.242805,1
6,6,0,0.413574,1
7,6,1,0.940784,1
7,6,4,0.962069,1
5,6,0,0.756863,1
5,6,1,0.756697,1
7,6,3,0.975899,1
7,6,3,0.984766,1
7,6,3,0.990403,0
7,6,4,0.976532,1
7,6,2,0.98517,1
7,6,6,0.990658,1
7,6,1,0.994128,1
7,6,1,0.996314,1
7,6,1,0.997688,1
7,6,1,0.99855,1
3,6,3,0.675978,0
3,6,6,0.677759,0
3,6,1,0.679534,1
3,6,4,0.679232,1
3,6,2,0.678931,1
1,6,4,0.641379,0
1,6,4,0.105012,1
1,6,4,0.24772,0
1,6,3,0.101741,1
1,6,5,0.24344,1
99,6,5,0.55286,0
99,6,5,0.33313,0
99,6,2,0.168344,0
99,6,2,0.076314,1
99,6,4,0.117305,0
99,6,6,0.05176,0
99,6,8,0.022493,0
99,6,5,0.010174,1
99,6,6,0.017112,0
99,6,6,0.007957,0
99,6,5,0.004217,0
100,6,3,0.529197,0
100,6,0,0.532156,1
100,6,4,0.532002,0
100,6,7,0.534957,0
64,6,5,0.539095,0
100,6,4,0.537906,0
100,6,0,0.54085,1
100,6,0,0.540689,1
100,6,0,0.540528,1
100,6,4,0.540367,0
100,6,0,0.543307,1
8,6,2,0.027836,0
8,6,3,0.019866,1
8,6,3,0.023558,1
1,6,2,0.414278,1
99,6,4,0.002701,0
99,6,6,0.002089,0
99,6,5,0.001842,0
99,6,3,0.001742,1
99,6,6,0.003772,0
99,6,5,0.002521,0
99,6,5,0.002016,1
99,6,4,0.004208,0
99,6,1,0.002698,1
99,6,1,0.005291,0
99,6,5,0.003136,0
99,6,4,0.002264,0
99,6,2,0.001912,1
99,6,4,0.004043,1
100,6,1,0.543144,1
100,6,0,0.542981,1
100,6,3,0.542818,0
100,6,0,0.545754,1
100,6,3,0.545589,1
100,6,3,0.545424,0
100,6,4,0.548354,1
100,6,4,0.548187,0
100,6,0,0.551112,1
64,6,4,0.540796,1
64,6,5,0.540429,1
64,6,3,0.540061,1
100,6,3,0.550943,1
100,6,4,0.550774,1
99,6,4,0.007427,0
99,6,4,0.004002,0
99,6,2,0.002614,0
99,6,2,0.002054,1
99,6,3,0.004268,1
99,6,4,0.007782,1
99,6,4,0.013342,1
99,6,5,0.022089,1
99,6,1,0.035736,1
104,6,3,0.648352,0
104,6,3,0.649614,0
104,6,6,0.650873,0
104,6,5,0.65213,0
104,6,9,0.653384,1
120,6,2,0.711864,0
120,6,2,0.712971,1
120,6,6,0.71244,0
120,6,4,0.713546,0
120,6,4,0.714648,0
120,6,7,0.715748,0
120,6,7,0.716844,0
99,6,3,0.056751,1
104,6,6,0.652825,0
104,6,3,0.654077,1
120,6,2,0.717938,0
120,6,0,0.719028,1
107,6,5,0.360784,0
107,6,8,0.254733,0
107,6,2,0.171763,0
107,6,6,0.112075,0
4,6,8,0.601449,0
4,6,2,0.603045,0
4,6,6,0.604637,0
4,6,6,0.606225,0
4,6,7,0.607811,0
4,6,5,0.609393,1
4,6,6,0.608991,1
4,6,4,0.608589,0
4,6,3,0.610169,1
4,6,3,0.609767,1
4,6,2,0.609364,1
4,6,9,0.608962,0
4,6,6,0.610542,1
4,6,4,0.610139,1
4,6,7,0.609737,1
50,6,5,0.650964,0
50,6,5,0.104348,0
50,6,3,0.10121,1
50,6,5,0.265846,1
50,6,4,0.47795,0
49,6,4,0.385396,0
83,0,2,0.551893,1
82,0,2,0.737405,1
82,0,1,0.841384,1
37,0,7,0.602339,0
37,0,0,0.604331,1
37,0,1,0.604044,1
80,0,4,0.696429,1
38,0,2,0.704028,1
80,0,3,0.83873,1
81,0,4,0.103334,0
82,0,2,0.908427,1
80,0,5,0.920935,1
18,0,1,0.869048,1
82,0,2,0.948599,0
82,0,0,0.140743,1
82,0,8,0.293387,0
82,0,1,0.101935,0
82,0,2,0.101256,1
81,0,5,0.101208,1
81,0,5,0.265843,0
81,6,3,0.101652,0
43,6,2,0.53322,1
82,6,1,0.242802,1
82,6,0,0.413572,1
81,6,3,0.101204,1
81,6,6,0.265837,1
81,6,6,0.47794,0
56,6,2,0.840399,0
56,6,0,0.11271,1
38,6,2,0.703803,0
38,6,2,0.706178,1
46,6,1,0.628483,1
46,6,4,0.79443,1
46,6,3,0.896737,1
81,6,4,0.102646,1
83,6,4,0.739861,1
83,6,3,0.865241,0
83,6,4,0.112421,1
83,6,2,0.28227,1
83,6,3,0.496135,0
83,6,5,0.10277,1
38,6,1,0.705953,1
38,6,3,0.705729,1
38,6,1,0.705504,1
38,6,2,0.705279,1
38,6,2,0.705055,1
33,6,2,0.697819,1
31,6,3,0.598788,1
31,6,1,0.704453,1
31,6,1,0.791932,1
31,6,3,0.8587,1
31,6,2,0.906564,1
31,6,4,0.939358,1
23,6,4,0.535055,1
45,6,5,0.565483,1
79,6,3,0.757353,1
39,6,2,0.55619,1
82,6,4,0.586147,0
7,6,3,0.697624,1
7,6,3,0.786514,1
7,7,4,0.854702,1
7,7,2,0.903769,0
7,7,2,0.791136,1
7,7,3,0.858114,0
7,7,1,0.709265,1
7,7,5,0.795732,1
7,7,1,0.861493,1
43,7,2,0.689874,1
55,7,0,0.596639,1
47,7,1,0.811765,1
34,7,2,0.777049,1
34,7,2,0.867665,1
34,7,2,0.924444,1
34,7,3,0.957868,1
34,7,2,0.976825,1
40,7,2,0.779141,1
40,7,2,0.778932,1
40,7,2,0.778723,0
40,7,2,0.780661,1
40,7,2,0.780452,1
40,7,3,0.780243,1
40,7,3,0.780034,1
40,7,1,0.779826,1
38,7,2,0.70483,1
38,7,2,0.704605,1
38,7,1,0.70438,1
83,7,1,0.268153,1
37,7,0,0.603757,1
37,7,3,0.60347,1
34,7,1,0.987349,1
34,7,2,0.993123,0
34,7,2,0.339914,1
34,7,1,0.515618,1
34,7,1,0.675383,0
34,7,1,0.105663,0
34,7,1,0.101266,1
34,7,2,0.242816,1
34,7,2,0.413587,0
45,7,4,0.749932,0
83,7,2,0.480532,1
7,7,1,0.908512,1
7,7,2,0.940667,1
7,7,5,0.961992,1
7,7,6,0.975849,1
7,7,1,0.984734,1
7,7,1,0.990383,1
7,7,0,0.993954,1
10,7,7,0.629252,0
10,7,3,0.630554,0
83,7,5,0.683957,1
83,7,3,0.830866,1
39,7,3,0.708414,1
55,7,2,0.596441,0
55,7,0,0.599247,1
55,7,3,0.599047,1
55,7,4,0.598848,1
43,7,1,0.808627,1
49,7,4,0.385396,0
7,7,0,0.996204,1
7,7,1,0.997619,1
7,7,1,0.998507,1
7,7,1,0.999064,1
5,7,0,0.756863,1
5,7,1,0.756697,1
33,7,0,0.814201,1
120,7,4,0.711864,0
120,7,6,0.712971,0
120,7,8,0.714076,0
120,7,4,0.715177,1
97,7,7,0.672234,0
97,7,9,0.104068,0
97,7,6,0.101174,1
97,7,7,0.297889,1
97,7,6,0.562953,1
97,7,4,0.786408,1
33,7,1,0.891479,1
42,7,2,0.422222,1
42,7,3,0.454971,1
8,7,2,0.523936,1
6,7,0,0.600575,1
8,7,2,0.55687,0
8,7,2,0.458474,1
8,7,3,0.491601,1
8,7,2,0.52477,1
8,7,2,0.557695,1
8,7,2,0.590095,1
8,7,4,0.621712,1
8,7,2,0.65231,1
8,7,3,0.681686,1
8,7,2,0.709673,1
6,7,7,0.743093,0
6,7,3,0.10747,1
6,7,6,0.250927,1
6,7,5,0.422541,1
5,7,6,0.756531,0
5,7,2,0.760436,1
67,7,1,0.693642,0
5,7,1,0.760271,0
67,7,0,0.696067,1
5,7,2,0.764134,1
5,7,2,0.763969,1
15,7,2,0.651332,1
15,7,1,0.809732,0
15,7,3,0.108602,0
120,7,2,0.714647,1
120,7,3,0.714117,1
97,7,2,0.911624,1
97,7,1,0.966327,1
2,7,5,0.401709,0
54,7,4,0.344828,0
15,7,4,0.101219,1
15,7,1,0.265861,1
15,7,1,0.477966,0
3,7,3,0.675978,0
1,7,3,0.641379,1
1,7,1,0.773713,1
45,7,3,0.106371,1
31,7,2,0.961134,1
31,7,5,0.975296,1
5,7,0,0.763805,1
5,7,0,0.76364,1
81,7,5,0.267969,1
37,7,5,0.603184,1
45,7,4,0.273448,1
31,7,1,0.984381,1
5,7,5,0.763475,1
5,7,2,0.763311,1
5,7,3,0.763146,1
6,7,2,0.594368,1
38,7,2,0.704156,1
38,7,2,0.703931,1
38,7,1,0.703706,1
8,7,2,0.736141,1
8,7,2,0.761001,1
8,7,1,0.784199,1
8,7,1,0.805714,0
8,7,2,0.73626,1
8,7,2,0.761112,1
8,7,4,0.784302,1
8,7,3,0.80581,1
8,7,3,0.825646,0
8,7,4,0.761197,1
8,7,4,0.784381,1
120,7,1,0.713586,1
15,7,3,0.102646,0
15,7,1,0.101206,1
15,7,2,0.265841,1
15,7,2,0.477944,1
83,0,1,0.551893,1
83,0,1,0.739861,1
81,0,4,0.749607,1
38,0,1,0.704028,1
82,0,0,0.737405,1
43,0,5,0.53322,1
80,0,4,0.696429,0
80,0,5,0.105114,0
82,0,3,0.841384,1
82,0,0,0.908427,1
37,0,2,0.602339,1
7,0,4,0.697624,0
7,0,4,0.482204,1
7,0,4,0.598018,1
7,0,1,0.703786,0
38,0,2,0.703803,1
46,0,4,0.628483,1
81,0,4,0.87101,1
83,0,6,0.865241,0
38,0,1,0.703579,1
38,6,2,0.703354,1
38,6,2,0.703129,1
38,6,2,0.702904,1
38,6,2,0.70268,1
83,6,2,0.112421,1
33,6,6,0.697819,0
33,6,2,0.106173,1
33,6,4,0.249237,1
33,6,5,0.420681,0
33,6,3,0.102633,1
33,6,3,0.244609,1
33,6,2,0.415573,1
31,6,0,0.598788,1
31,6,1,0.704453,1
31,6,0,0.791932,1
31,6,3,0.8587,0
31,6,2,0.710258,1
31,6,2,0.796514,1
31,6,2,0.862067,1
31,6,5,0.908912,0
31,7,6,0.80097,0
31,7,5,0.618854,0
31,7,6,0.396017,1
31,7,4,0.511654,0
31,7,7,0.297483,0
31,7,6,0.146569,1
31,7,3,0.215791,0
31,7,4,0.100681,0
31,7,3,0.044106,0
31,7,4,0.019228,1
31,7,4,0.031289,1
79,7,1,0.757353,1
39,7,2,0.55619,1
82,7,2,0.948599,1
57,7,2,0.72949,1
82,7,2,0.971619,1
82,7,0,0.984475,1
80,7,4,0.101212,1
82,7,1,0.991551,1
80,7,3,0.265849,1
35,7,1,0.852368,1
35,7,0,0.852201,1
34,7,0,0.777049,1
33,7,6,0.587988,1
34,7,2,0.867665,1
34,7,1,0.924444,1
34,7,2,0.957868,1
34,7,2,0.976825,0
34,7,2,0.186894,1
34,7,1,0.349525,1
34,7,1,0.525137,1
34,7,1,0.683251,1
34,7,3,0.80395,1
33,7,0,0.733408,1
97,7,6,0.672234,0
97,7,8,0.104068,1
97,7,3,0.302763,1
97,7,3,0.568161,1
97,7,7,0.789841,1
97,7,0,0.913248,1
33,7,5,0.838683,0
97,7,3,0.96698,0
97,7,3,0.142903,1
97,7,4,0.364829,1
97,7,3,0.630184,1
98,7,4,0.547126,1
98,7,4,0.736287,0
47,7,3,0.811765,1
47,7,1,0.889941,1
47,7,2,0.937746,1
47,7,2,0.965474,1
47,7,2,0.981067,1
47,7,4,0.989682,0
47,7,2,0.275236,0
47,7,2,0.101855,1
47,7,0,0.243588,1
47,7,2,0.414443,1
40,7,3,0.779141,1
40,7,2,0.778932,0
40,7,3,0.780868,1
40,7,3,0.78066,0
40,7,2,0.782585,1
40,7,1,0.782377,1
40,7,3,0.782169,0
40,7,3,0.784084,0
40,7,1,0.785987,1
40,7,2,0.78578,1
80,7,3,0.477953,1
49,7,4,0.385396,1
49,7,5,0.60051,1
49,7,4,0.775103,1
42,7,3,0.422222,1
42,7,3,0.454971,0
43,7,3,0.689874,1
80,7,4,0.681836,1
81,7,5,0.937848,1
56,7,0,0.840399,1
83,7,6,0.28227,1
46,7,2,0.79443,1
83,7,5,0.496135,1
38,7,1,0.702455,1
38,7,2,0.70223,1
38,7,2,0.702006,1
38,7,2,0.701781,1
33,7,2,0.112563,1
31,7,1,0.049939,1
31,7,7,0.078268,0
31,7,1,0.03404,1
31,7,2,0.054156,1
31,7,3,0.08459,1
31,7,3,0.129314,1
31,7,5,0.19231,0
31,7,6,0.088427,0
31,7,5,0.038567,0
31,7,5,0.016885,1
31,7,6,0.027634,0
31,7,7,0.012307,0
31,7,6,0.005989,1
23,7,3,0.535055,1
79,7,2,0.875549,1
39,7,4,0.708414,0
39,7,4,0.106441,1
