@relation 'ASS2009-weka.filters.unsupervised.attribute.Remove-R1-2,7'

@attribute skill numeric
@attribute cluster numeric
@attribute difficulty numeric
@attribute BKT numeric
@attribute class {1,0}

@data
21,7,3,0.594733,1
21,7,7,0.594336,0
118,7,5,0.56,1
21,7,4,0.595945,1
68,7,0,0.842328,1
21,7,1,0.595547,1
21,7,1,0.595149,1
21,7,2,0.594751,1
21,7,2,0.594354,1
21,7,3,0.593956,0
21,7,3,0.595566,1
21,7,3,0.595168,0
21,7,6,0.596776,0
21,7,4,0.598381,1
21,7,8,0.597982,1
21,7,2,0.597583,1
21,7,2,0.597184,1
21,7,1,0.596786,1
21,7,3,0.596388,1
21,7,2,0.595989,0
21,7,0,0.597596,1
21,7,3,0.597197,1
21,7,5,0.596798,1
19,7,1,0.730496,1
30,7,4,0.617284,0
30,7,4,0.520693,1
30,7,1,0.553663,1
30,7,2,0.586142,1
30,7,4,0.617869,1
30,7,5,0.648604,1
85,7,10,0.048544,0
84,7,4,0.338983,1
86,7,2,0.523077,1
84,7,6,0.338153,1
21,7,3,0.5964,1
21,7,4,0.596002,1
35,7,2,0.870356,1
1,7,2,0.644928,1
1,7,1,0.644629,1
2,7,7,0.648768,0
2,7,4,0.52748,1
2,7,5,0.609382,1
2,7,4,0.685512,1
2,7,6,0.752799,0
2,7,4,0.64786,1
2,7,3,0.719923,1
2,7,3,0.782178,1
2,7,6,0.833779,1
2,7,5,0.875101,1
14,7,6,0.572391,0
14,7,6,0.103005,1
14,7,8,0.300976,1
14,7,6,0.566258,1
14,7,3,0.78859,1
14,7,4,0.912657,1
13,7,1,0.576512,1
3,7,3,0.686747,1
3,7,3,0.686446,1
3,7,3,0.686145,1
7,7,3,0.670379,1
7,7,1,0.794778,1
12,7,0,0.669492,1
10,7,7,0.632867,1
7,7,4,0.879125,1
7,7,5,0.931318,1
7,7,1,0.961809,1
7,7,0,0.979026,1
7,7,2,0.988561,1
46,7,3,0.634796,1
46,7,3,0.798701,0
46,7,5,0.108092,1
46,7,5,0.275968,1
46,7,3,0.489212,0
46,7,4,0.102722,1
46,7,6,0.268081,1
46,7,2,0.480452,1
46,7,3,0.683892,1
46,7,1,0.830824,1
46,7,3,0.916702,1
46,7,2,0.960818,1
13,7,6,0.520676,0
13,7,4,0.567217,1
13,7,5,0.511202,1
13,7,7,0.454966,0
13,7,5,0.501839,1
13,7,5,0.445704,1
13,7,5,0.390996,1
15,7,0,0.648649,1
13,7,6,0.338986,1
15,7,2,0.807957,1
15,7,0,0.904251,1
15,7,0,0.954668,1
15,7,1,0.97909,1
7,7,2,0.993785,1
7,7,4,0.99663,1
7,7,1,0.998175,1
7,7,2,0.999012,1
5,7,1,0.747863,1
5,7,2,0.747697,1
67,7,0,0.664671,1
6,7,1,0.576812,1
6,7,7,0.68523,1
6,7,4,0.776599,1
8,7,0,0.524725,1
8,7,2,0.55765,1
8,7,1,0.590052,1
8,7,2,0.62167,1
8,7,2,0.652269,1
8,7,5,0.681647,1
8,7,4,0.709635,1
8,7,4,0.736106,0
8,7,4,0.65254,0
8,7,4,0.55845,1
8,7,3,0.590836,1
8,7,3,0.622432,1
99,7,4,0.537801,1
99,7,3,0.65017,1
99,7,1,0.747982,1
99,7,3,0.825756,0
99,7,3,0.656575,1
99,7,3,0.753274,1
99,7,3,0.829786,1
99,7,2,0.886149,1
100,7,5,0.496212,0
100,7,0,0.333958,1
100,7,0,0.360743,1
100,7,0,0.388377,1
100,7,3,0.416705,0
100,7,0,0.266834,1
100,7,3,0.290723,1
64,7,3,0.554585,1
64,7,2,0.554208,1
100,7,5,0.31577,1
100,7,4,0.341879,1
99,7,4,0.92552,0
99,7,4,0.833652,1
99,7,3,0.888906,1
99,7,0,0.927402,1
99,7,4,0.953258,1
99,7,2,0.970201,1
99,7,4,0.981124,1
99,7,3,0.988092,1
99,7,4,0.992508,1
60,7,7,0.64684,1
120,7,0,0.705357,1
120,7,2,0.870907,1
99,7,1,0.995294,1
4,7,6,0.598361,1
4,7,4,0.634431,1
4,7,2,0.669035,1
13,7,5,0.290694,1
59,7,5,0.482517,1
46,7,2,0.981983,1
46,7,2,0.991803,1
46,7,2,0.996289,1
61,7,8,0.64186,1
99,7,1,0.997047,1
104,7,5,0.650602,1
105,7,1,0.77551,1
105,7,0,0.775348,1
105,7,0,0.775186,1
105,7,0,0.775023,1
105,7,1,0.774861,1
107,7,7,0.322581,0
107,7,8,0.223922,0
107,7,2,0.149094,1
107,7,4,0.197246,1
107,7,7,0.256043,1
107,7,7,0.325082,0
107,7,9,0.225906,0
107,7,2,0.150536,1
107,7,5,0.199037,0
107,7,5,0.131225,1
107,7,5,0.174886,1
58,7,4,0.678832,1
23,7,4,0.521688,0
23,7,5,0.523164,1
23,7,4,0.522643,1
23,7,6,0.522124,1
24,7,4,0.171779,0
24,7,4,0.136161,0
24,7,5,0.107166,1
24,7,5,0.123377,1
24,7,5,0.141525,0
95,7,1,0.844749,1
94,7,3,0.412935,0
94,7,4,0.414491,1
94,7,6,0.414107,1
94,7,5,0.413724,1
94,7,4,0.413342,1
96,7,2,0.482517,1
28,7,2,0.685393,1
27,7,2,0.683673,1
89,7,4,0.859375,1
87,7,4,0.467105,1
90,7,4,0.513514,1
30,7,3,0.67814,0
30,7,3,0.586571,1
30,7,2,0.618286,1
30,7,6,0.649006,1
26,7,1,0.657895,1
30,7,1,0.678525,1
26,7,1,0.657594,1
30,7,4,0.706671,1
93,7,2,0.392694,1
93,7,4,0.607314,1
24,7,5,0.111498,1
107,4,5,0.229,0
107,4,8,0.152788,1
107,4,2,0.201832,1
107,4,5,0.261534,1
107,4,5,0.331382,1
38,0,2,0.726111,1
81,0,7,0.549383,0
81,0,7,0.330021,1
81,0,4,0.440518,1
81,0,2,0.557122,1
8,0,2,0.524725,0
8,0,3,0.426582,0
8,0,4,0.334044,0
8,0,3,0.252915,0
8,0,2,0.186202,1
8,0,4,0.207642,0
8,0,3,0.150629,0
8,0,7,0.107411,0
8,0,5,0.075766,0
8,0,4,0.053178,1
2,0,3,0.403509,0
2,0,6,0.290509,0
2,0,3,0.198871,0
2,0,3,0.131107,1
2,0,3,0.174736,0
6,5,8,0.576812,0
6,5,1,0.35508,0
6,5,3,0.182338,0
6,5,3,0.08334,0
6,5,1,0.036293,1
7,5,7,0.670379,0
7,5,4,0.105559,1
8,5,2,0.061105,1
8,5,3,0.069988,0
8,5,2,0.049105,0
8,5,2,0.034517,1
8,5,3,0.040114,0
8,5,3,0.028299,0
8,5,1,0.020182,1
8,5,2,0.023916,1
8,5,2,0.028142,0
2,5,1,0.114141,1
2,5,2,0.153225,1
6,5,2,0.0576,1
7,5,5,0.248435,1
7,5,2,0.419799,1
7,5,1,0.591863,0
7,5,2,0.104256,1
7,5,1,0.246732,1
7,5,2,0.41792,1
7,5,4,0.590142,1
7,5,3,0.735074,1
8,5,2,0.020075,1
8,5,2,0.023795,1
8,5,2,0.028004,0
8,5,3,0.019981,1
8,5,4,0.023688,1
2,5,3,0.202373,1
6,5,3,0.089729,0
6,5,10,0.039152,0
6,5,0,0.017132,1
6,5,1,0.02802,1
6,5,0,0.044909,1
7,5,1,0.83981,1
7,5,4,0.907457,1
5,5,0,0.747863,1
5,5,1,0.747697,1
7,5,3,0.948033,1
7,5,3,0.9713,1
7,5,3,0.984298,0
7,5,4,0.223065,1
7,5,2,0.391433,1
7,5,6,0.565523,1
7,5,1,0.715829,1
7,5,1,0.826688,1
7,5,1,0.899314,1
7,5,1,0.943269,1
3,5,3,0.686747,0
3,5,6,0.688491,0
3,5,1,0.690229,1
3,5,4,0.689928,1
3,5,2,0.689628,1
1,5,4,0.644928,0
1,5,4,0.646806,1
1,5,4,0.646507,0
1,5,3,0.648381,1
1,5,5,0.648082,1
99,5,5,0.537801,0
99,5,5,0.319803,0
99,5,2,0.160069,0
99,5,2,0.072221,1
99,5,4,0.111324,0
99,5,6,0.048987,0
99,5,8,0.021307,0
99,5,5,0.009684,1
99,5,6,0.016341,0
99,5,6,0.00764,0
99,5,5,0.004089,0
100,5,3,0.496212,0
100,5,0,0.333958,1
100,5,4,0.360743,0
100,5,7,0.223421,0
64,5,5,0.554585,0
100,5,4,0.128286,0
100,5,0,0.070431,1
100,5,0,0.079295,1
100,5,0,0.089053,1
100,5,4,0.099772,0
100,5,0,0.054202,1
8,5,2,0.027884,0
8,5,3,0.019899,1
8,5,3,0.023595,1
1,5,2,0.647782,1
99,5,4,0.002649,0
99,5,6,0.002068,0
99,5,5,0.001833,0
99,5,3,0.001738,1
99,5,6,0.003767,0
99,5,5,0.002519,0
99,5,5,0.002015,1
99,5,4,0.004207,0
99,5,1,0.002697,1
99,5,1,0.00529,0
99,5,5,0.003136,0
99,5,4,0.002264,0
99,5,2,0.001912,1
99,5,4,0.004043,1
100,5,1,0.061372,1
100,5,0,0.069299,1
100,5,3,0.078046,0
100,5,0,0.042154,1
100,5,3,0.048021,1
100,5,3,0.054528,0
100,5,4,0.02941,1
100,5,4,0.033857,0
100,5,0,0.018458,1
64,5,4,0.556264,1
64,5,5,0.555886,1
64,5,3,0.555508,1
100,5,3,0.021649,1
100,5,4,0.025209,1
99,5,4,0.007426,0
99,5,4,0.004002,0
99,5,2,0.002614,0
99,5,2,0.002054,1
99,5,3,0.004268,1
99,5,4,0.007782,1
99,5,4,0.013342,1
99,5,5,0.022089,1
99,5,1,0.035736,1
104,5,3,0.650602,0
104,5,3,0.65186,0
104,5,6,0.653114,0
104,5,5,0.654366,0
104,5,9,0.655615,1
120,5,2,0.705357,0
120,5,2,0.104579,1
120,5,6,0.30362,0
120,5,4,0.101654,0
120,5,4,0.10117,0
120,5,7,0.101169,0
120,5,7,0.101169,0
99,5,3,0.05675,1
104,5,6,0.655056,0
104,5,3,0.656303,1
120,5,2,0.101169,0
120,5,0,0.101169,1
107,5,5,0.322581,0
107,5,8,0.223922,0
107,5,2,0.149094,0
107,5,6,0.096494,0
4,5,8,0.598361,0
4,5,2,0.529635,0
4,5,6,0.459838,0
4,5,6,0.391672,0
4,5,7,0.327595,0
4,5,5,0.269489,1
4,5,6,0.300938,1
4,5,4,0.334304,0
4,5,3,0.275479,1
4,5,3,0.307319,1
4,5,2,0.341034,1
4,5,9,0.376373,0
4,5,6,0.313538,1
4,5,4,0.34758,1
4,5,7,0.383191,1
50,5,5,0.613248,0
50,5,5,0.103848,0
50,5,3,0.101209,1
50,5,5,0.265845,1
50,5,4,0.477948,0
49,5,4,0.374494,0
83,0,2,0.541063,1
82,0,2,0.749627,1
82,0,1,0.871022,1
37,0,7,0.62963,0
37,0,0,0.631552,1
37,0,1,0.631256,1
80,0,4,0.694021,1
38,0,2,0.726334,1
80,0,3,0.837221,1
81,0,4,0.330021,0
82,0,2,0.937854,1
80,0,5,0.92013,1
18,0,1,0.87747,1
82,0,2,0.971086,0
82,0,0,0.157692,1
82,0,8,0.345376,0
82,0,1,0.10195,0
82,0,2,0.101204,1
81,0,5,0.166399,1
81,0,5,0.242234,0
81,5,3,0.114961,0
43,5,2,0.535959,1
82,5,1,0.265838,1
82,5,0,0.477941,1
81,5,3,0.050671,1
81,5,6,0.079368,1
81,5,6,0.121749,0
56,5,2,0.826196,0
56,5,0,0.829221,1
38,5,2,0.726111,0
38,5,2,0.728367,1
46,5,1,0.634796,1
46,5,4,0.798701,1
46,5,3,0.899121,1
81,5,4,0.053834,1
83,5,4,0.731709,1
83,5,3,0.860366,0
83,5,4,0.111965,1
83,5,2,0.28161,1
83,5,3,0.495413,0
83,2,5,0.102765,1
38,2,1,0.728144,1
38,2,3,0.727921,1
38,2,1,0.727699,1
38,2,2,0.727476,1
38,2,2,0.727253,1
33,2,2,0.696923,1
31,2,3,0.590909,1
31,2,1,0.768313,1
31,2,1,0.881905,1
31,2,3,0.943426,1
31,2,2,0.973753,1
31,2,4,0.98801,1
23,2,4,0.522727,1
45,2,5,0.557143,1
79,2,3,0.748148,1
39,2,2,0.55514,1
82,2,4,0.681826,0
7,2,3,0.670379,1
7,2,3,0.794778,1
7,2,4,0.879125,1
7,2,2,0.931318,0
7,2,2,0.130548,1
7,2,3,0.28056,0
7,2,1,0.101878,1
7,2,5,0.243619,1
7,2,1,0.414476,1
43,2,2,0.692107,1
55,2,0,0.539823,1
47,2,1,0.8125,1
34,2,2,0.766387,1
34,2,2,0.860686,1
34,2,2,0.920226,1
34,2,3,0.955439,1
34,2,2,0.975464,1
40,2,2,0.738562,1
40,2,2,0.738341,1
40,2,2,0.73812,0
40,2,2,0.740308,1
40,2,2,0.740087,1
40,2,3,0.739867,1
40,2,3,0.739646,1
40,2,1,0.739425,1
38,2,2,0.72703,1
38,2,2,0.726807,1
38,2,1,0.726584,1
83,2,1,0.268145,1
37,2,0,0.63096,1
37,2,3,0.630664,1
34,2,1,0.986599,1
34,2,2,0.992713,0
34,2,2,0.329826,1
34,2,1,0.505519,1
34,2,1,0.666955,0
34,2,1,0.10549,0
34,2,1,0.101266,1
34,2,2,0.242815,1
34,2,2,0.413586,0
45,2,4,0.743772,0
83,2,2,0.480523,1
7,2,1,0.58698,1
7,2,2,0.732627,1
7,2,5,0.838154,1
7,2,6,0.906434,1
7,2,1,0.947436,1
7,2,1,0.970963,1
7,2,0,0.984112,1
10,2,7,0.632867,0
10,2,3,0.634162,0
83,2,5,0.68395,1
83,2,3,0.830861,1
39,2,3,0.742283,1
55,2,2,0.539663,0
55,2,0,0.542604,1
55,2,3,0.542441,1
55,2,4,0.542279,1
43,2,1,0.810197,1
49,2,4,0.374494,0
7,2,0,0.991352,1
7,2,1,0.995307,1
7,2,1,0.997457,1
7,2,1,0.998623,1
5,2,0,0.747863,1
5,2,1,0.747697,1
33,2,0,0.813574,1
120,2,4,0.705357,0
120,2,6,0.104579,0
120,2,8,0.101175,0
120,2,4,0.101169,1
97,2,7,0.696391,0
97,2,9,0.104429,0
97,2,6,0.101175,1
97,2,7,0.29789,1
97,2,6,0.562954,1
97,2,4,0.786409,1
33,2,1,0.891084,1
42,2,2,0.448148,1
42,2,3,0.481203,1
8,2,2,0.524725,1
6,2,0,0.576812,1
8,2,2,0.55765,0
8,2,2,0.459258,1
8,2,3,0.49239,1
8,2,2,0.525556,1
8,2,2,0.558471,1
8,2,2,0.590856,1
8,2,4,0.622452,1
8,2,2,0.653023,1
8,2,3,0.682367,1
8,2,2,0.710319,1
6,2,7,0.68523,0
6,2,3,0.467733,1
6,2,6,0.584001,1
6,2,5,0.69156,1
5,2,6,0.74753,0
5,2,2,0.751535,1
67,2,1,0.664671,0
5,2,1,0.751368,0
67,2,0,0.666489,1
5,2,2,0.755331,1
5,2,2,0.755165,1
15,2,2,0.648649,1
15,2,1,0.807957,0
15,2,3,0.108516,0
120,2,2,0.29788,1
120,2,3,0.562943,1
97,2,2,0.911624,1
97,2,1,0.966327,1
2,2,5,0.403509,0
54,2,4,0.314286,0
15,2,4,0.101219,1
15,2,1,0.26586,1
15,2,1,0.477965,0
3,2,3,0.686747,0
1,2,3,0.644928,1
1,2,1,0.644629,1
45,2,3,0.106199,1
31,2,2,0.994562,1
31,2,5,0.997542,1
5,2,0,0.754999,1
5,2,0,0.754833,1
81,2,5,0.084108,1
37,2,5,0.630368,1
45,2,4,0.273197,1
31,2,1,0.99889,1
5,2,5,0.754667,1
5,2,2,0.754501,1
5,2,3,0.754335,1
6,2,2,0.781676,1
38,2,2,0.726361,1
38,2,2,0.726138,1
38,2,1,0.725915,1
8,2,2,0.73675,1
8,2,2,0.761571,1
8,2,1,0.784729,1
8,2,1,0.806205,0
8,2,2,0.736868,1
8,2,2,0.761682,1
8,2,4,0.784832,1
8,2,3,0.8063,1
8,2,3,0.826096,0
8,2,4,0.761765,1
8,2,4,0.78491,1
120,2,1,0.786402,1
15,2,3,0.102646,0
15,2,1,0.101206,1
15,2,2,0.265841,1
15,2,2,0.477944,1
83,0,1,0.541063,1
83,0,1,0.731709,1
81,0,4,0.660707,1
38,0,1,0.726334,1
82,0,0,0.749627,1
43,0,5,0.535959,1
80,0,4,0.694021,0
80,0,5,0.105068,0
82,0,3,0.871022,1
82,0,0,0.937854,1
37,0,2,0.62963,1
7,0,4,0.670379,0
7,0,4,0.105559,1
7,0,4,0.248435,1
7,0,1,0.419799,0
38,0,2,0.726111,1
46,0,4,0.634796,1
81,0,4,0.756673,1
83,0,6,0.860366,0
38,0,1,0.725888,1
38,5,2,0.725665,1
38,5,2,0.725442,1
38,5,2,0.725218,1
38,5,2,0.724995,1
83,5,2,0.111965,1
33,5,6,0.696923,0
33,5,2,0.106151,1
33,5,4,0.249208,1
33,5,5,0.42065,0
33,5,3,0.102633,1
33,5,3,0.244608,1
33,5,2,0.415573,1
31,5,0,0.590909,1
31,5,1,0.768313,1
31,5,0,0.881905,1
31,5,3,0.943426,0
31,5,2,0.130072,1
31,5,2,0.307474,1
31,5,2,0.523157,1
31,5,5,0.717977,0
31,2,6,0.105563,0
31,2,5,0.101213,0
31,2,6,0.101203,1
31,2,4,0.265836,0
31,2,7,0.101652,0
31,2,6,0.101204,1
31,2,3,0.265837,0
31,2,4,0.101652,0
31,2,3,0.101204,0
31,2,4,0.101203,1
31,2,4,0.265836,1
79,2,1,0.748148,1
39,2,2,0.55514,1
82,2,2,0.971086,1
57,2,2,0.725877,1
82,2,2,0.986773,1
82,2,0,0.993997,1
80,2,4,0.101211,1
82,2,1,0.997286,1
80,2,3,0.265849,1
35,2,1,0.863636,1
35,2,0,0.863478,1
34,2,0,0.766387,1
33,2,6,0.587987,1
34,2,2,0.860686,1
34,2,1,0.920226,1
34,2,2,0.955439,1
34,2,2,0.975464,0
34,2,2,0.18246,1
34,2,1,0.344264,1
34,2,1,0.519939,1
34,2,1,0.678964,1
34,2,3,0.800907,1
33,2,0,0.733407,1
97,2,6,0.696391,0
97,2,8,0.104429,1
97,2,3,0.30337,1
97,2,3,0.568805,1
97,2,7,0.790263,1
97,2,0,0.913448,1
33,2,5,0.838683,0
97,2,3,0.96706,0
97,2,3,0.143004,1
97,2,4,0.364982,1
97,2,3,0.630327,1
98,2,4,0.572082,1
98,2,4,0.75476,0
47,2,3,0.8125,1
47,2,1,0.812307,1
47,2,2,0.812113,1
47,2,2,0.81192,1
47,2,2,0.811726,1
47,2,4,0.811533,0
47,2,2,0.813244,0
47,2,2,0.814943,1
47,2,0,0.814752,1
47,2,2,0.81456,1
40,2,3,0.738562,1
40,2,2,0.738341,0
40,2,3,0.740528,1
40,2,3,0.740307,0
40,2,2,0.742483,1
40,2,1,0.742263,1
40,2,3,0.742042,0
40,2,3,0.744208,0
40,2,1,0.746361,1
40,2,2,0.746141,1
80,2,3,0.477953,1
49,2,4,0.374494,1
49,2,5,0.590214,1
49,2,4,0.767818,1
42,2,3,0.448148,1
42,2,3,0.481203,0
43,2,3,0.692107,1
80,2,4,0.681836,1
81,2,5,0.832365,1
56,2,0,0.826196,1
83,2,6,0.28161,1
46,2,2,0.798701,1
83,2,5,0.495413,1
38,2,1,0.724772,1
38,2,2,0.724549,1
38,2,2,0.724325,1
38,2,2,0.724102,1
33,2,2,0.112563,1
31,2,1,0.477938,1
31,2,7,0.681824,0
31,2,1,0.104844,1
31,2,2,0.271207,1
31,2,3,0.483937,1
31,2,3,0.686747,1
31,2,5,0.832635,0
31,2,6,0.109874,0
31,2,5,0.101222,0
31,2,5,0.101203,1
31,2,6,0.265836,0
31,2,7,0.101652,0
31,2,6,0.101204,1
23,2,3,0.522727,1
79,2,2,0.87015,1
39,2,4,0.742283,0
39,2,4,0.106159,1
